Title,Year/Crew,Rating,Link
193 Hacksaw Ridge (2016),"Mel Gibson (dir.), Andrew Garfield, Sam Worthington",8.071419805242012,https://www.imdb.com/title/tt2119532/
194 Het loon van de Angst (1953),"Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel",8.069717594632722,https://www.imdb.com/title/tt0046268/
195 Salinui chueok (2003),"Bong Joon Ho (dir.), Song Kang-ho, Kim Sang-kyung",8.069235751392938,https://www.imdb.com/title/tt0353969/
196 Sherlock Jr (1924),"Buster Keaton (dir.), Buster Keaton, Kathryn McGuire",8.06763974878894,https://www.imdb.com/title/tt0015324/
197 Relatos salvajes (2014),"Damián Szifron (dir.), Darío Grandinetti, María Marull",8.06745335094241,https://www.imdb.com/title/tt3011894/
198 Mr Smith Goes to Washington (1939),"Frank Capra (dir.), James Stewart, Jean Arthur",8.066198728455582,https://www.imdb.com/title/tt0031679/
199 Mad Max: Fury Road (2015),"George Miller (dir.), Tom Hardy, Charlize Theron",8.063679639034227,https://www.imdb.com/title/tt1392190/
200 Mary and Max (2009),"Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman",8.062602228764161,https://www.imdb.com/title/tt0978762/
201 Det sjunde inseglet (1957),"Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand",8.06163780339049,https://www.imdb.com/title/tt0050976/
202 How to Train Your Dragon (2010),"Dean DeBlois (dir.), Jay Baruchel, Gerard Butler",8.061356545924564,https://www.imdb.com/title/tt0892769/
"203 Monsters, Inc (2001)","Pete Docter (dir.), Billy Crystal, John Goodman",8.060867269323508,https://www.imdb.com/title/tt0198781/
204 Dead Poets Society (1989),"Peter Weir (dir.), Robin Williams, Robert Sean Leonard",8.06027949529023,https://www.imdb.com/title/tt0097165/
205 De zomer van de witte haai (1975),"Steven Spielberg (dir.), Roy Scheider, Robert Shaw",8.06001309512941,https://www.imdb.com/title/tt0073195/
206 Room (2015),"Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay",8.059519735280848,https://www.imdb.com/title/tt3170832/
207 The Big Lebowski (1998),"Joel Coen (dir.), Jeff Bridges, John Goodman",8.05791605673492,https://www.imdb.com/title/tt0118715/
208 Tokyo Story (1953),"Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama",8.055096802919252,https://www.imdb.com/title/tt0046438/
209 La passion de Jeanne d'Arc (1928),"Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain",8.052011625054819,https://www.imdb.com/title/tt0019254/
210 Le Mans '66 (2019),"James Mangold (dir.), Matt Damon, Christian Bale",8.049941689842912,https://www.imdb.com/title/tt1950186/
211 Hotel Rwanda (2004),"Terry George (dir.), Don Cheadle, Sophie Okonedo",8.048397794020739,https://www.imdb.com/title/tt0395169/
212 Rocky (1976),"John G. Avildsen (dir.), Sylvester Stallone, Talia Shire",8.046753048169197,https://www.imdb.com/title/tt0075148/
213 Platoon (1986),"Oliver Stone (dir.), Charlie Sheen, Tom Berenger",8.04408903674678,https://www.imdb.com/title/tt0091763/
214 Ratatouille (2007),"Brad Bird (dir.), Brad Garrett, Lou Romano",8.043394031800677,https://www.imdb.com/title/tt0382932/
215 Spotlight (2015),"Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton",8.041044091452237,https://www.imdb.com/title/tt1895587/
216 Logan (2017),"James Mangold (dir.), Hugh Jackman, Patrick Stewart",8.040575373559705,https://www.imdb.com/title/tt3315342/
217 De uitroeier (1984),"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton",8.040135004811146,https://www.imdb.com/title/tt0088247/
218 Stand by Me (1986),"Rob Reiner (dir.), Wil Wheaton, River Phoenix",8.036842025558094,https://www.imdb.com/title/tt0092005/
219 Rush (2013),"Ron Howard (dir.), Daniel Brühl, Chris Hemsworth",8.035107822924571,https://www.imdb.com/title/tt1979320/
220 Network (1976),"Sidney Lumet (dir.), Faye Dunaway, William Holden",8.034424037540214,https://www.imdb.com/title/tt0074958/
221 Before Sunset (2004),"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.032752107485273,https://www.imdb.com/title/tt0381681/
222 Into the Wild (2007),"Sean Penn (dir.), Emile Hirsch, Vince Vaughn",8.031116770508374,https://www.imdb.com/title/tt0758758/
223 The Wizard of Oz (1939),"Victor Fleming (dir.), Judy Garland, Frank Morgan",8.030361190614931,https://www.imdb.com/title/tt0032138/
224 De beste jaren van ons leven (1946),"William Wyler (dir.), Myrna Loy, Dana Andrews",8.028523440672686,https://www.imdb.com/title/tt0036868/
225 Groundhog Day (1993),"Harold Ramis (dir.), Bill Murray, Andie MacDowell",8.026832481372681,https://www.imdb.com/title/tt0107048/
226 The Exorcist (1973),"William Friedkin (dir.), Ellen Burstyn, Max von Sydow",8.026669991374252,https://www.imdb.com/title/tt0070047/
227 The Incredibles (2004),"Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson",8.0249493283966,https://www.imdb.com/title/tt0317705/
228 La haine (1995),"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé",8.024274846038896,https://www.imdb.com/title/tt0113247/
229 Spionnage in het spel (1942),"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny",8.02377647265155,https://www.imdb.com/title/tt0035446/
230 Pather Panchali (1955),"Satyajit Ray (dir.), Kanu Bannerjee, Karuna Bannerjee",8.023669745851446,https://www.imdb.com/title/tt0048473/
231 Pirates of the Caribbean: The Curse of the Black Pearl (2003),"Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush",8.023481890914812,https://www.imdb.com/title/tt0325980/
232 The Grapes of Wrath (1940),"John Ford (dir.), Henry Fonda, Jane Darwell",8.02224856718763,https://www.imdb.com/title/tt0032551/
233 Hachi (2009),"Lasse Hallström (dir.), Richard Gere, Joan Allen",8.022155739976176,https://www.imdb.com/title/tt1028532/
234 De slag om Algiers (1966),"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin",8.021558628262191,https://www.imdb.com/title/tt0058946/
235 Jai Bhim (2021),"T.J. Gnanavel (dir.), Suriya, Lijo Mol Jose",8.021181858538156,https://www.imdb.com/title/tt15097216/
236 Babam ve Oglum (2005),"Çagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan",8.01972280050274,https://www.imdb.com/title/tt0476735/
237 Amores perros (2000),"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal",8.019592089433072,https://www.imdb.com/title/tt0245712/
238 Rebecca (1940),"Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine",8.018627856089285,https://www.imdb.com/title/tt0032976/
239 Cool Hand Luke (1967),"Stuart Rosenberg (dir.), Paul Newman, George Kennedy",8.018183836781771,https://www.imdb.com/title/tt0061512/
240 Ah-ga-ssi (2016),"Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo",8.017222705292943,https://www.imdb.com/title/tt4016934/
241 Les quatre cents coups (1959),"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy",8.013296799098569,https://www.imdb.com/title/tt0053198/
242 The Sound of Music (1965),"Robert Wise (dir.), Julie Andrews, Christopher Plummer",8.013159960017564,https://www.imdb.com/title/tt0059742/
243 Het gebeurde op 'n avond (1934),"Frank Capra (dir.), Clark Gable, Claudette Colbert",8.01253867897383,https://www.imdb.com/title/tt0025316/
244 Persona (1966),"Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann",8.011047774674589,https://www.imdb.com/title/tt0060827/
245 Monty Python's Life of Brian (1979),"Terry Jones (dir.), Graham Chapman, John Cleese",8.0089372180292,https://www.imdb.com/title/tt0079470/
246 De IJzeren reus (1999),"Brad Bird (dir.), Eli Marienthal, Harry Connick Jr.",8.006115376728305,https://www.imdb.com/title/tt0129167/
247 The Help (2011),"Tate Taylor (dir.), Viola Davis, Emma Stone",8.005567611364715,https://www.imdb.com/title/tt1454029/
248 Aladdin (1992),"Ron Clements (dir.), Scott Weinger, Robin Williams",8.003822522049168,https://www.imdb.com/title/tt0103639/
249 Dersu Uzala (1975),"Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin",8.003729318819364,https://www.imdb.com/title/tt0071411/
250 Dances with Wolves (1990),"Kevin Costner (dir.), Kevin Costner, Mary McDonnell",8.00157603235359,https://www.imdb.com/title/tt0099348/
